motif,score,directors,liked_freq
or perhaps,1.684,3,3
passions,1.684,5,3
guilt and,1.684,3,3
resolution,1.684,3,3
the brilliant,1.684,4,3
travel to,1.684,3,3
comedy of,1.684,3,3
passage to,1.684,2,3
as simple,1.684,3,3
drama when,1.684,4,3
horror this,1.684,3,3
science fiction drama,1.677,4,4
an older,1.677,4,4
affairs,1.677,4,4
fury,1.677,5,4
ambiguity,1.677,5,4
loosely,1.677,5,4
and characters,1.677,5,4
favorite movie,1.677,4,4
the first place,1.674,5,5
weapon,1.674,7,5
his head,1.674,6,5
guilty,1.673,6,6
sound of,1.673,5,6
mystery drama,1.669,11,9
punching,1.666,2,2
just get,1.666,2,2
movie because,1.666,2,2
to the most,1.666,2,2
neighbour,1.666,2,2
the intense,1.666,2,2
in need,1.666,2,2
glass of,1.666,2,2
service of,1.666,2,2
pass the,1.666,2,2
karl,1.666,2,2
fuck that,1.666,2,2
you know how,1.666,3,2
help her,1.666,2,2
rabbit hole,1.666,2,2
being this,1.666,2,2
convinces,1.666,2,2
when watch,1.666,2,2
the dangers,1.666,2,2
of the better,1.666,2,2
of words,1.666,2,2
coupled with,1.666,2,2
isn't it,1.666,2,2
mentally ill,1.666,2,2
that is both,1.666,2,2
by women,1.666,2,2
are better,1.666,2,2
bringing the,1.666,2,2
its not,1.666,3,2
bring me,1.666,2,2
never seen anything,1.666,2,2
to touch,1.666,2,2
of south,1.666,2,2
right the,1.666,3,2
butterfly,1.666,3,2
mysteriously,1.666,2,2
who makes,1.666,2,2
there has,1.666,2,2
acclaim,1.666,2,2
hes,1.666,2,2
the production design,1.666,2,2
spreading,1.666,2,2
this is going,1.666,2,2
happen in,1.666,2,2
and gorgeous,1.666,2,2
going to go,1.666,2,2
produced and,1.666,3,2
protect the,1.666,2,2
nonstop,1.666,2,2
wrote the,1.666,2,2
deer,1.666,2,2
policeman,1.666,2,2
hitman,1.666,2,2
body horror,1.666,2,2
one hour,1.666,2,2
truth the,1.664,8,10
drama mystery,1.664,12,10
translated,1.661,3,3
and went,1.661,3,3
martial arts,1.661,4,3
addresses,1.661,3,3
fractured,1.661,4,3
we live in,1.661,3,3
to depict,1.661,3,3
faces of,1.661,3,3
12 year,1.661,3,3
in my entire,1.661,3,3
fiction adventure,1.661,3,3
world building,1.661,3,3
to prevent,1.661,3,3
exposition,1.661,3,3
them it,1.661,3,3
or you,1.661,4,3
the epic,1.661,4,3
art the,1.661,3,3
and didn't,1.661,3,3
would probably,1.661,3,3
science fiction adventure,1.661,3,3
prevent,1.66,5,5
that shit,1.659,4,4
equivalent of,1.659,4,4
taking place,1.659,4,4
are they,1.659,5,4
first place,1.646,5,5
smell,1.646,5,5
prisoners,1.646,4,5
promises,1.646,5,5
tapestry,1.642,4,4
fiction drama,1.642,4,4
the experience of,1.642,4,4
most of this,1.638,3,3
gangsters,1.638,3,3
made film,1.638,3,3
that your,1.638,3,3
trauma and,1.638,3,3
love triangle,1.638,4,3
vietnam war,1.638,4,3
reflection on,1.638,3,3
his hands,1.638,3,3
pinnacle of,1.638,3,3
to do that,1.635,2,2
the colour,1.635,2,2
pulse,1.635,2,2
proportions,1.635,2,2
skeleton,1.635,3,2
fantasy horror,1.635,2,2
drama to,1.635,2,2
much is,1.635,2,2
to be happy,1.635,2,2
incapable,1.635,3,2
silence and,1.635,2,2
rita,1.635,3,2
movie if,1.635,2,2
desire and,1.635,3,2
upbringing,1.635,2,2
lana,1.635,2,2
and took,1.635,2,2
they went,1.635,2,2
not exist,1.635,2,2
reverence,1.635,2,2
this is still,1.635,2,2
inter,1.635,2,2
detail and,1.635,2,2
you ask me,1.635,2,2
the first movie,1.635,2,2
trace,1.635,2,2
japanese cinema,1.635,2,2
together in the,1.635,2,2
it's my,1.635,2,2
if there is,1.635,3,2
why are you,1.635,2,2
cinematic history,1.635,2,2
that leaves,1.635,2,2
later on,1.635,2,2
my taste,1.635,3,2
minute runtime,1.635,3,2
coupled,1.635,2,2
cinematographic,1.635,2,2
and move,1.635,2,2
layer of,1.635,2,2
end in,1.635,2,2
and sets,1.635,2,2
were more,1.635,3,2
and strange,1.635,3,2
it looks like,1.635,2,2
really are,1.635,2,2
track of,1.635,2,2
hunted,1.635,2,2
what was going,1.635,2,2
whats,1.635,2,2
the exact same,1.635,2,2
sheep,1.635,2,2
animated films,1.635,3,2
lot in,1.635,2,2
he might,1.635,2,2
marx,1.635,2,2
poured,1.635,2,2
with the characters,1.635,2,2
by our,1.635,4,2
in film history,1.635,2,2
of lifetime,1.635,2,2
creep,1.635,2,2
marrying,1.635,2,2
mechanism,1.635,2,2
aforementioned,1.635,2,2
us but,1.635,2,2
there isn't,1.635,2,2
cleaning,1.635,2,2
blink,1.635,2,2
in any way,1.635,2,2
pit,1.625,4,4
to like,1.625,4,4
acting is,1.625,5,4
exploitation,1.621,8,8
exhausting,1.618,5,5
turn to,1.617,3,3
film had,1.617,3,3
puppets,1.617,3,3
miller,1.617,4,3
life has,1.617,3,3
done to,1.617,3,3
alley,1.617,4,3
had my,1.617,3,3
on the planet,1.617,3,3
beautiful in,1.617,5,3
truth and,1.617,3,3
pouring,1.617,3,3
and tries to,1.617,3,3
me an,1.617,3,3
assassination,1.617,3,3
agent,1.613,8,7
wakes,1.608,4,4
thriller,1.608,57,64
costs,1.608,5,4
her parents,1.608,5,4
triangle,1.608,5,4
fight scenes,1.605,2,2
snake,1.605,2,2
me tell you,1.605,2,2
for it to,1.605,2,2
elder,1.605,2,2
always love,1.605,2,2
it is still,1.605,2,2
utilizing,1.605,2,2
of fate,1.605,2,2
neatly,1.605,2,2
just by,1.605,2,2
convey the,1.605,2,2
shut the fuck,1.605,3,2
much of this,1.605,2,2
material and,1.605,2,2
head in,1.605,2,2
implications of,1.605,2,2
to sit through,1.605,2,2
simple as,1.605,2,2
him when,1.605,3,2
never ever,1.605,2,2
the super,1.605,2,2
better way to,1.605,2,2
if you ve,1.605,2,2
profound and,1.605,2,2
movies is,1.605,2,2
as love,1.605,2,2
daughter's,1.605,2,2
review but,1.605,2,2
fund,1.605,2,2
they look,1.605,2,2
voice over,1.605,2,2
taste in,1.605,3,2
way it's,1.605,2,2
no different,1.605,3,2
was made by,1.605,2,2
cause of,1.605,2,2
focus of,1.605,3,2
movie or,1.605,3,2
it doesn't matter,1.605,2,2
just feel,1.605,2,2
writing is,1.605,2,2
run of,1.605,2,2
part because,1.605,3,2
is in this,1.605,2,2
ever put to,1.605,2,2
ferocious,1.605,2,2
represents the,1.605,2,2
ways and,1.605,2,2
still feels,1.605,3,2
lift,1.605,2,2
in mexico,1.605,2,2
samuel,1.605,3,2
we can see,1.605,2,2
deceptively,1.605,2,2
if you ask,1.605,2,2
an ode,1.605,2,2
ending and,1.605,2,2
travis,1.605,3,2
girlboss,1.605,2,2
perceptions,1.605,2,2
is god,1.605,2,2
absolutely beautiful,1.605,2,2
horror films,1.605,2,2
orchestrated,1.605,2,2
can actually,1.605,2,2
amongst the,1.604,3,5
wear,1.603,6,6
cops,1.603,9,7
life after,1.595,3,3
set out to,1.595,4,3
this what,1.595,3,3
rolled,1.595,3,3
fired,1.595,3,3
some things,1.595,3,3
is happening,1.595,3,3
cursed,1.595,3,3
exercise in,1.595,3,3
making movies,1.595,3,3
echoes,1.595,3,3
the plot is,1.595,5,3
the mood for,1.595,2,3
mind blowing,1.592,4,4
never got,1.592,5,4
graphic,1.592,8,6
with those,1.592,4,4
to something,1.592,4,4
ten minutes,1.592,4,4
his movies,1.592,4,4
disgusting,1.591,5,5
love story,1.582,15,13
it turns out,1.576,4,4
was expecting,1.576,3,4
and takes,1.576,3,4
understand this,1.575,3,2
improved,1.575,2,2
because my,1.575,2,2
battlefield,1.575,2,2
one you,1.575,2,2
police and,1.575,2,2
via the,1.575,2,2
to others,1.575,2,2
could give,1.575,2,2
of dead,1.575,2,2
get any,1.575,2,2
of gold,1.575,4,2
and ends up,1.575,2,2
me realize,1.575,2,2
mixture of,1.575,2,2
was some,1.575,2,2
thought it would,1.575,3,2
learning to,1.575,2,2
hole in,1.575,2,2
on how to,1.575,2,2
to my buddy,1.575,2,2
couldn't help,1.575,3,2
road to,1.575,2,2
that did,1.575,2,2
sacrificing,1.575,2,2
out to the,1.575,2,2
piece of shit,1.575,3,2
the vietnam war,1.575,3,2
bombing,1.575,2,2
in cinema history,1.575,2,2
an intriguing,1.575,2,2
thing have,1.575,2,2
has already,1.575,2,2
journey to the,1.575,2,2
enchanted,1.575,2,2
into new,1.575,2,2
me they,1.575,2,2
footsteps,1.575,2,2
those who are,1.575,2,2
has so much,1.575,3,2
after my,1.575,3,2
of art that,1.575,2,2
lost my,1.575,2,2
